Code,Species,Interaction,Year,Date,Locality,Habitat,Provincias,Latitude,Longitud,Altitude (m),Collectors (leg.),sex,Intertegular_distance (mm),Est.Weight,CI_Lower,CI_Upper
KAR250411,Bombus pascuorum,Lotus sp.,2025,17/06/2025,"Escota, Ribera-Alta",Agrícola,Araba,42.836.072,-29.558.087,760.392,LC; ET,Female,3.89,58.68584264741987,33.25253143936392,102.67674144199772
KAR250412,Bombus pascuorum,Trifolium pratense,2025,17/06/2025,"Escota, Ribera-Alta",Agrícola,Araba,42.836.072,-29.558.087,760.392,LC; ET,Female,2.89,30.015413691666932,16.98316402489695,53.91185089090076
GAS250901,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.62,49.453183202857225,28.272083529325172,88.07574329605892
GAS250902,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Male,3.96,60.37891135226391,34.06435185180442,105.35973071835474
GAS250903,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.22,38.280936796946335,21.685957599118368,66.882312933702
GAS250904,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.59,48.58312034522344,27.691504110193108,84.37610672966845
GAS250905,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.7,52.530670781558094,29.31298315927509,91.78682794485948
GAS250906,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.71,52.7072133397891,30.03710908375705,91.14498679496413
GAS250907,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,4.62,86.40451731297011,49.317563134595744,149.40527453479638
GAS250908,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.98,61.48652470946825,35.228188931155714,106.97964111447692
GAS250909,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.47,45.06841317945877,25.74579058105445,79.66040061878601
GAS250910,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,3.75,53.399400178372915,30.727511988690225,93.27429375536848
GAS250911,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,2.79,27.884826973564728,16.01406120286985,49.36598549964905
GAS250912,Bombus pascuorum,Salvia officinalis,2025,26/06/2025,"Abetxuko, Vitoria-Gasteiz",Urbano,Araba,42.874.684,-26.845.993,506.392,AM; LC; ET,Female,4.06,64.17905000766591,36.386974029877244,111.60914808848545
ZEB250701,Bombus pascuorum,Lotus corniculatus,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,4.31,73.71718342073082,42.113390994666766,128.7477899931026
ZEB250702,Bombus pascuorum,na,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,3.3,40.5460976337331,22.464982389348354,71.84768528010947
ZEB250703,Bombus pascuorum,Oenothera cf. glazioviana,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,3.92,59.348197970140696,33.36755785264002,103.67088372370934
ZEB250704,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,4.09,64.74579902338597,37.05473445303834,112.44366601573347
ZEB250705,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,4.14,66.89847533003604,38.02100404564835,118.17798973835824
ZEB250706,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,3.52,46.906295348018126,26.709051016157513,82.25501331216768
ZEB250707,Bombus pascuorum,Rubus sp.,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,4,62.78817159413275,35.50092733267018,110.61938573618261
ZEB250708,Bombus pascuorum,Meliotus albus,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Male,3.6,49.29789573104038,27.837028648570236,85.87305513108946
ZEB250709,Bombus pascuorum,Lotus corniculatus,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,3.58,48.05259146977614,27.2586797433077,85.45826507929168
ZEB250710,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,4.24,71.07357397429809,40.49696751381705,125.81943927808207
ZEB250711,Bombus pascuorum,Mentha sp.,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,1.96,12.542176005672534,7.066343220486334,22.024941379990736
ZEB250712,Bombus pascuorum,Oenothera cf. glazioviana,2025,11/07/2025,"Isasi Auzoa, Zeberio",Agrícola,Bizkaia,431.445.058,-2.823.972,188.333,LC; ET,Female,3.78,54.75388228492892,30.835826913521156,96.37360226301115
BIL250801,Bombus pascuorum,Buddleja davidii,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,4.3,73.25894774724956,41.21632037306565,132.61354924998568
BIL250802,Bombus pascuorum,Origanum vulgare,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.68,52.17245917125067,29.251358506356727,92.7460490815098
BIL250803,Bombus pascuorum,Rubus sp.,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,4.18,68.5254806374593,39.174799372264474,119.71935676298284
BIL250804,Bombus pascuorum,Rubus sp.,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.12,35.91247766198015,20.382523649876237,63.63169056615757
BIL250805,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Male,4.1,65.76616148928574,37.79520355073707,115.39763080715714
BIL250806,Bombus pascuorum,Dipsacus fullonum,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.87,58.09864546579312,33.62780641895827,102.69231660136869
BIL250807,Bombus pascuorum,Trifolium repens,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,4,61.66510381424198,34.98422069898251,107.88936649231108
BIL250808,Bombus pascuorum,Trifolium repens,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.55,47.97792812245732,27.166490181932954,84.63841733343007
BIL250809,Bombus pascuorum,Trifolium repens,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.66,51.07025905196788,29.37663261932076,90.09146061924662
BIL250810,Bombus pascuorum,Trifolium repens,2025,11/07/2025,"Vía Vieja de Lezama, Bilbao",Urbano,Bizkaia,432.697.136,-29.168.994,117.245,LC; ET,Female,3.23,38.79138953076272,21.963331005001304,66.6428345795809
DON250901,Bombus pascuorum,Lotus corniculatus,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,3.87,58.128412744494646,33.054876730089696,102.02274604646857
DON250902,Bombus pascuorum,Lotus corniculatus,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4.76,92.6580283450856,53.59946205142247,162.05210475095652
DON250903,Bombus pascuorum,Trifolium repens,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4.19,68.99867568485955,39.44206606127393,122.66706005728753
DON250904,Bombus pascuorum,Trifolium repens,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,3.42,44.158995465139455,25.202653663261696,77.5520390671399
DON250905,Bombus pascuorum,Trifolium repens,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,3.89,58.18169629795613,33.58458064042662,101.32165769023347
DON250906,Bombus pascuorum,Prunella vulgaris,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,3.68,51.72521839566484,29.835215530847346,90.00876300773619
DON250907,Bombus pascuorum,Prunella vulgaris,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4.66,87.73343072947861,50.41574522870051,154.18518350849317
DON250908,Bombus pascuorum,Trifolium pratense,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4.31,73.20163674524126,41.19539665136588,130.00167038462754
DON250909,Bombus pascuorum,Trifolium pratense,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4.08,64.6288395810715,36.82419362929272,112.36660505323975
DON250910,Bombus pascuorum,Trifolium pratense,2025,25/06/2025,"Ametzagaina parkea, Donostia",Urbano,Gipuzkoa,43.310.315,-195.077,55,JR,Female,4,62.68898373917245,35.58156210610052,110.14657716876879
ART251001,Bombus pascuorum,Trifolium repens,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.9,58.52421401364154,33.00348537603169,102.60097587435028
ART251002,Bombus pascuorum,Rubus sp.,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,4.16,68.28830789579834,37.81617358296681,120.41085604035487
ART251003,Bombus pascuorum,Rubus sp.,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.89,58.13586365585806,33.408097533617024,101.92478853537793
ART251004,Bombus pascuorum,Digitalis purpurea,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.84,56.74721592511626,32.853964743312964,100.13204323078503
ART251005,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.53,47.07083318980302,26.743398825600494,82.6369074827554
ART251006,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.3,40.773928522045274,23.31634985486804,71.20364314348697
ART251007,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.17,36.78566017044645,21.02116197513588,63.754811620086684
ART251008,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.46,44.961843937110665,25.797310910839837,78.45328088930438
ART251009,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Female,3.73,52.58257607499938,30.162457510290256,89.91398284254447
ART251010,Bombus pascuorum,Cirsium palustre,2025,19/06/2025,Artikutza,Natural,Navarra,43.234.936,-1.805.432,622,JR,Male,3.99,62.20034112888222,35.057868988149814,108.16394720901911
ATZ251101,Bombus pascuorum,Origanum vulgare,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.24,70.38696834878309,40.7597798098331,126.88932553245832
ATZ251102,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.33,74.63939349149341,41.57792071286078,130.79967647461385
ATZ251103,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,3.59,48.874572259127994,27.995238578162777,85.16643572222661
ATZ251104,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.48,80.81066070565623,45.97969333630278,139.20702388539644
ATZ251105,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.46,79.38758641823325,45.972066514074626,138.74454817870287
ATZ251106,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.24,71.07882791481391,40.399306843374056,126.69442876353817
ATZ251107,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,3.66,50.61465219921803,28.777727571997776,89.41846978603164
ATZ251108,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,3.6,48.88992676783939,27.678869171695624,84.90713357233764
ATZ251109,Bombus pascuorum,Trifolium pratense,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,3.81,55.87749316023427,32.585526613333535,97.87594138321292
ATZ251110,Bombus pascuorum,Origanum vulgare,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.47,80.33035229513058,46.33391668210701,141.92507975027215
ATZ251111,Bombus pascuorum,Origanum vulgare,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.19,69.38831697531451,39.59161320803412,121.80420588396758
ATZ251112,Bombus pascuorum,Lotus corniculatus,2025,17/07/2025,Asteazu,Agrícola,Gipuzkoa,432.001.451,-20.989.976,1.761.103.727,LC; ET,Female,4.22,70.07290100663654,40.04456090452685,121.8087538376078
GOR251401,Bombus pascuorum,Prunella vulgaris,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.16,36.85050429309442,21.139803830641384,64.3500995578404
GOR251402,Bombus pascuorum,Prunella vulgaris,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.97,60.84162664312851,35.01324209443482,107.00400439324511
GOR251403,Bombus pascuorum,Trifolium repens,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.68,51.51862514707389,29.271305429871042,89.48197982322445
GOR251404,Bombus pascuorum,Trifolium repens,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,4.31,73.66225314719806,42.27976742666292,129.04012802578328
GOR251405,Bombus pascuorum,Trifolium repens,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.35,42.00620486438211,23.69302259416129,75.74353957206013
GOR251406,Bombus pascuorum,Cirsium sp.,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.99,61.94652303610731,35.105491282506314,107.95460772284684
GOR251407,Bombus pascuorum,Cirsium sp.,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.91,59.30700429016547,33.79929155148223,103.37225246636193
GOR251408,Bombus pascuorum,Cirsium sp.,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.56,47.51090966799446,26.71235214951999,82.9491782382287
GOR251409,Bombus pascuorum,Lotus corniculatus,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,3.29,40.36501961839718,22.834361188275217,71.33937058245135
GOR251410,Bombus pascuorum,Digitalis purpurea,2025,04/07/2025,"Gorbea, Peña Urratxa",Natural,Bizkaia,430.473.871,-27.966.166,1.032.36,LC; ET,Female,4.07,65.0874980781816,36.90787904087403,113.80505419813734
