Code;Species;Interaction;Year;Date;Locality;Habitat;Provincias;Latitude;Longitud;Altitude (m);Collectors (leg.);sex;Intertegular_distance (mm)
BPBIL250807;Bombus pascuorum;Trifolium repens;2025;11/7/25;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;43,2697136;-2,9168994;117,245;"LC; ET";;Female
BPBIL250808;Bombus pascuorum;Trifolium repens;2025;11/7/25;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;43,2697136;-2,9168994;117,245;"LC; ET";;Female
BPBIL250809;Bombus pascuorum;Trifolium repens;2025;11/7/25;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;43,2697136;-2,9168994;117,245;"LC; ET";;Female
BPBIL250810;Bombus pascuorum;Trifolium repens;2025;11/7/25;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;43,2697136;-2,9168994;117,245;"LC; ET";;Female
BPDON250901;Bombus pascuorum;Lotus corniculatus;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250902;Bombus pascuorum;Lotus corniculatus;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250903;Bombus pascuorum;Trifolium repens;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250904;Bombus pascuorum;Trifolium repens;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250905;Bombus pascuorum;Trifolium repens;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250906;Bombus pascuorum;Prunella vulgaris;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250907;Bombus pascuorum;Prunella vulgaris;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250908;Bombus pascuorum;Trifolium pratense;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250909;Bombus pascuorum;Trifolium pratense;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPDON250910;Bombus pascuorum;Trifolium pratense;2025;25/6/25;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43,310315;-1,95077;55;JR;JR;Female
BPART251001;Bombus pascuorum;Trifolium repens;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251002;Bombus pascuorum;Rubus sp.;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251003;Bombus pascuorum;Rubus sp.;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251004;Bombus pascuorum;Digitalis purpurea;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251005;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251006;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251007;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251008;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251009;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Female
BPART251010;Bombus pascuorum;Cirsium palustre;2025;19/6/25;Artikutza;Natural;Navarra;43,234936;-1,805432;622;JR;JR;Male
BPATZ251101;Bombus pascuorum;Origanum vulgare;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251102;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251103;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251104;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251105;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251106;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251107;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251108;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251109;Bombus pascuorum;Trifolium pratense;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251110;Bombus pascuorum;Origanum vulgare;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251111;Bombus pascuorum;Origanum vulgare;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPATZ251112;Bombus pascuorum;Lotus corniculatus;2025;17/7/25;Asteazu;Agrícola;Gipuzkoa;43,2001451;-2,0989976;176,1103727;"LC; ET";;Female
BPGOR251401;Bombus pascuorum;Prunella vulgaris;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251402;Bombus pascuorum;Prunella vulgaris;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251403;Bombus pascuorum;Trifolium repens;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251404;Bombus pascuorum;Trifolium repens;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251405;Bombus pascuorum;Trifolium repens;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251406;Bombus pascuorum;Cirsium sp.;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251407;Bombus pascuorum;Cirsium sp.;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251408;Bombus pascuorum;Cirsium sp.;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251409;Bombus pascuorum;Lotus corniculatus;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
BPGOR251410;Bombus pascuorum;Digitalis purpurea;2025;4/7/25;Gorbea, Peña Urratxa;Natural;Bizkaia;43,0473871;-2,7966166;1.032,36;"LC; ET";;Female
