Code;Species;Interaction;Year;Date;Locality;Habitat;Provincias;Latitude;Longitud;Altitude (m);Collectors (leg.);sex;Intertegular_distance (mm)
BIL250806;Bombus pascuorum;Dipsacus fullonum;2025;11/07/2025;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;432.697.136;-29.168.994;117.245;"LC; ET";Female;3.87
BIL250807;Bombus pascuorum;Trifolium repens;2025;11/07/2025;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;432.697.136;-29.168.994;117.245;"LC; ET";Female;4
BIL250808;Bombus pascuorum;Trifolium repens;2025;11/07/2025;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;432.697.136;-29.168.994;117.245;"LC; ET";Female;3.55
BIL250809;Bombus pascuorum;Trifolium repens;2025;11/07/2025;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;432.697.136;-29.168.994;117.245;"LC; ET";Female;3.66
BIL250810;Bombus pascuorum;Trifolium repens;2025;11/07/2025;Vía Vieja de Lezama, Bilbao;Urbano;Bizkaia;432.697.136;-29.168.994;117.245;"LC; ET";Female;3.23
DON250901;Bombus pascuorum;Lotus corniculatus;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;3.87
DON250902;Bombus pascuorum;Lotus corniculatus;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4.76
DON250903;Bombus pascuorum;Trifolium repens;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4.19
DON250904;Bombus pascuorum;Trifolium repens;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;3.42
DON250905;Bombus pascuorum;Trifolium repens;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;3.89
DON250906;Bombus pascuorum;Prunella vulgaris;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;3.68
DON250907;Bombus pascuorum;Prunella vulgaris;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4.66
DON250908;Bombus pascuorum;Trifolium pratense;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4.31
DON250909;Bombus pascuorum;Trifolium pratense;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4.08
DON250910;Bombus pascuorum;Trifolium pratense;2025;25/06/2025;Ametzagaina parkea, Donostia;Urbano;Gipuzkoa;43.310.315;-195.077;55;JR;Female;4
ART251001;Bombus pascuorum;Trifolium repens;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.9
ART251002;Bombus pascuorum;Rubus sp.;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;4.16
ART251003;Bombus pascuorum;Rubus sp.;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.89
ART251004;Bombus pascuorum;Digitalis purpurea;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.84
ART251005;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.53
ART251006;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.3
ART251007;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.17
ART251008;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.46
ART251009;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Female;3.73
ART251010;Bombus pascuorum;Cirsium palustre;2025;19/06/2025;Artikutza;Natural;Navarra;43.234.936;-1.805.432;622;JR;Male;3.99
ATZ251101;Bombus pascuorum;Origanum vulgare;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.24
ATZ251102;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.33
ATZ251103;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;3.59
ATZ251104;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.48
ATZ251105;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.46
ATZ251106;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.24
ATZ251107;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;3.66
ATZ251108;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;3.6
ATZ251109;Bombus pascuorum;Trifolium pratense;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;3.81
ATZ251110;Bombus pascuorum;Origanum vulgare;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.47
ATZ251111;Bombus pascuorum;Origanum vulgare;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.19
ATZ251112;Bombus pascuorum;Lotus corniculatus;2025;17/07/2025;Asteazu;Agrícola;Gipuzkoa;432.001.451;-20.989.976;1.761.103.727;"LC; ET";Female;4.22
GOR251401;Bombus pascuorum;Prunella vulgaris;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.16
GOR251402;Bombus pascuorum;Prunella vulgaris;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.97
GOR251403;Bombus pascuorum;Trifolium repens;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.68
GOR251404;Bombus pascuorum;Trifolium repens;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;4.31
GOR251405;Bombus pascuorum;Trifolium repens;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.35
GOR251406;Bombus pascuorum;Cirsium sp.;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.99
GOR251407;Bombus pascuorum;Cirsium sp.;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.91
GOR251408;Bombus pascuorum;Cirsium sp.;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.56
GOR251409;Bombus pascuorum;Lotus corniculatus;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;3.29
GOR251410;Bombus pascuorum;Digitalis purpurea;2025;04/07/2025;Gorbea, Peña Urratxa;Natural;Bizkaia;430.473.871;-27.966.166;1.032.36;"LC; ET";Female;4.07
